,day,result,label
54,2016-11-25,individu get delet exampl longer wors correct 12 month hold downvot agent govern market couldn plu will moment basic decentr futur man fund goal friend dollar world attack claim decentr given fight hard polici larg block decentr attent entir 12 differ internet inform larg call allow differ allow built world easi buy consid valu matter differ valu financi aren market valu market valu valu valu market direct publicli valu market market measur account claim 12 mislead forum work love help get imo fight hard certain necessari limit polici larg block polici limit limit attempt like fulli usual explan left block bu like event group basi group check attempt hide delet state current featur petti censor aren hit help bs fuck problem push attitud extra censor level human break mention extra effort downvot hard like heavi common fairli heavi mention exampl aren hit help natur intend easi messag dev ftw real weak idea comment easi common histori grew oppos asap limit govern hard limit definit aspect begin vote blockchain biggest decentr moment block manipul state like imo exampl exampl exampl group thing wors bu especi happi basi block block block knowledg histori kid design list develop develop manipul come camp hard like hard click attitud aren eventu get final major posit chang thing like plenti layer like influenc day doubt forum haven attent die effort blocker develop work market valu invest differ mention develop call hijack develop state work built inform decentr invest straight end act call limit measur ad longer limit ad limit controversi hit limit limit allow controversi market market market happen altern potenti form blockchain dead public end happi censor forum haven stop worth bu block block decis discuss decis develop work kid idea guy lot defend limit malici sound call chang guy forum huge face man fund given face haven attent get game authoritarian messag real spread spread weak idea block block block knowledg histori kid design manipul come camp thing necessarili extra effort thing decentr insid attent decentr sound market 12 discuss advert love mobil advertis valu block blocksiz blocksiz dev dev friendli will,1
55,2016-11-26,300 200 comment fail hard call shouldn caus effect like shouldn chang haven gotten mind help hide delet state current mention worst block break coin entir attitud blocker claim blocker camp problem public,0
56,2016-11-27,bitcointalk forum natur current current end luck futur real hey plenti anymor anymor financi invest accord exampl remov exampl caught will histori hide mind help natur financi invest accord left mind market multipl day market featur come knowledg late ad lead,0
57,2016-11-28,,1
58,2016-12-01,,1
59,2016-12-02,correct appropri messag get differ messag necessari bu,1
60,2016-12-03,messag messag exampl polici moder exampl manner ln ln public layer individu favor form hard happi allow attack goal hide posit moder posit financi financi world decentr usual polici moder state act attack account exampl manipul downvot certain certain manipul honest like invest freedom world,0
61,2016-12-05,imparti basic real stop huge end play,0
62,2016-12-13,,1
63,2016-12-14,direct attack sound,0
64,2016-12-17,censor bu let freedom let ask,1
65,2016-12-20,hey get caus,1
66,2016-12-23,haven appear oppos form,1
67,2016-12-24,holiday,0
68,2017-01-01,guy funni keep world link downvot allow buy coin 1000 anymor entir histori world valu downvot faq start world break day,1
69,2017-01-02,guy hey chanc market break index think hot fast doubt thing real common valu,1
70,2017-01-03,forum idea idea knowledg left forum destruct,1
71,2017-01-04,potenti gox market lot bs coin coin,1
72,2017-01-05,apolog limit block 200 internet effect bs count chang layer direct blockchain block face current effect blocksiz limit blocksiz limit earli day blocksiz blockchain favor futur,0
73,2017-01-07,month public,1
74,2017-01-09,limit censor gain,0
75,2017-01-10,hijack invest futur public come bs develop invest invest,1
76,2017-01-13,luke jr,1
77,2017-01-19,histori bleep bloop footer link totesmesseng messag totesmesseng love bs block troll block problem usual futur life fairli hostil anymor hostil block hate frustrat attent market futur necessari effect given valu invest blockchain moment futur huge block especi justifi market given market knowledg market futur market valu bs market propon level effect crazi polici en crazi idea realiz level discuss thing man dollar block usual block usual coin,1
78,2017-01-20,entir dev take allow start live attack idea hard machin chang world expect world catch equival dollar especi guy vote mechan couldn differ group ln blockchain layer direct buy coin think help gain mud consid man level game internet attitud late essenti block major like block effect effect chang miss mention end hold hard accord consid correct work differ longer longer work longer bu bu limit bu chang satoshi state thing major get build hard theori ln layer shouldn layer fund internet lucki happi blocksiz happen fast fulli thing blocksiz hard block ln ln ln ln allow fast ln blockchain layer despit luckili limit luckili ln layer differ histori launch bu forward human bu limit larg bu hard hold hey satoshi ln block ln realiz work life serious block differ come thing chang end market help choos ln ln ln get blockchain ln let assum matter assum fun caus idea develop insid idea basi basi claim googl limit block bu chang block thing ahead limit controversi limit bu ln get blockchain ln build ln technolog friend system idea maxwel middl histori appropri fairli thing current futur forgot build ln blockchain technolog correct famili dev live troll blockchain current layer shouldn layer ln remov blockchain happi blocksiz blocker technolog block blocksiz remov blockchain ln thing problem problem clean hard take bro hard forward hostil attack block asap dollar check hard satoshi limit limit block blockchain bunch 200 featur develop couldn buy worth bs chang build technolog block technolog ln remov blockchain ln blockchain blocker block exampl effect blocksiz matter blocksiz blocksiz bu help verifi ln ln bu problem clean hard bu logic month ln ln ln block ln ln realiz work let assum matter given judgement larg mind will mind tend crazi bs check 2016 hard block life gotten learn level anymor fun propon limit begin korea listen financi play man featur hard like hostil hostil imo hostil block block block ask think vote matter idea multipl thing link thing fast middl weak posit begin system jade honest futur entir world start world satoshi blocksiz lucki earli block increas build hard coin block thing controversi block explan coin valu dev equip exagger common theme notic build hint origin block hope fix listen technic bs suspect usual allow grow fall huge lot mate propon chang grow larg propon allow grow satoshi limit propon remov limit chang hard propon hard chang chang satoshi crazi ahead technolog 2016 hard real world internet technolog block current aren block start develop propon fund develop develop left freedom allow troll andresen satoshi fun funni limit block blockchain let limit blockchain effort govern built vote block accur hard internet happen choos ln internet ln address ico man block suppos genuin man miss day idea realiz level discuss thing thing idea idea altern world discuss idea exampl discuss mind choos heard call function mind idea ask die assum lead fund bunch shouldn origin listen valu like block technolog help experi petti middl work larg multipl work logic list andresen origin satoshi origin satoshi start ahead effect cryptographi byte let 12 worth internet satoshi chang world freedom 200 disabl function build guy claim en mind posit basi,0
